text,aspect,label,
"Specialty drinks--alcoholic and non--arrive in skull mugs or mini-canteens, nifty take-home souvenirs.",miscellaneous,positive,TRAINU_01015_002
"These are all new items on the menu the waiter told us, and they were delicious!",menu,neutral,TRAINU_01017_001
"These are all new items on the menu the waiter told us, and they were delicious!",staff,positive,TRAINU_01017_002
I waited 15 minutes for the waiter to take the bill from me and finally I got fed up with him walking past our table I had to start waving the bill in the air and finally some other waitress took our bill.,staff,negative,TRAINU_01018_001
I waited 15 minutes for the waiter to take the bill from me and finally I got fed up with him walking past our table I had to start waving the bill in the air and finally some other waitress took our bill.,ambience,neutral,TRAINU_01018_002
"Decor is simple yet functional and although the staff are not the most attentive in the world, you don't feel rushed and the food is good, hot with decent portion sizes and a good selection to suit most tastes.",ambience,positive,TRAINU_01019_001
"Decor is simple yet functional and although the staff are not the most attentive in the world, you don't feel rushed and the food is good, hot with decent portion sizes and a good selection to suit most tastes.",staff,positive,TRAINU_01019_002
"Decor is simple yet functional and although the staff are not the most attentive in the world, you don't feel rushed and the food is good, hot with decent portion sizes and a good selection to suit most tastes.",food,positive,TRAINU_01019_003
"Decor is simple yet functional and although the staff are not the most attentive in the world, you don't feel rushed and the food is good, hot with decent portion sizes and a good selection to suit most tastes.",miscellaneous,positive,TRAINU_01019_004
"We had reservations, and so did the strangers, and yet the management claimed the other tables were reserved.",miscellaneous,neutral,TRAINU_01020_001
"We had reservations, and so did the strangers, and yet the management claimed the other tables were reserved.",staff,negative,TRAINU_01020_002
"We had reservations, and so did the strangers, and yet the management claimed the other tables were reserved.",place,neutral,TRAINU_01020_003
"The Food The free chips-and-salsa may suggest casual Tex-Mex cooking, but this menu is a couple notches above.",food,positive,TRAINU_01021_001
"The Food The free chips-and-salsa may suggest casual Tex-Mex cooking, but this menu is a couple notches above.",menu,neutral,TRAINU_01021_002
the waitress was surly -- refused to bring sweetner for my tea!!,staff,negative,TRAINU_01022_001
the waitress was surly -- refused to bring sweetner for my tea!!,food,neutral,TRAINU_01022_002
"Although there was a 30 min wait I didn't mind because I was able to sit at the bar and have some drinks while talking to the beautiful, charming hostess there.",place,neutral,TRAINU_01023_001
"Although there was a 30 min wait I didn't mind because I was able to sit at the bar and have some drinks while talking to the beautiful, charming hostess there.",food,neutral,TRAINU_01023_002
"Although there was a 30 min wait I didn't mind because I was able to sit at the bar and have some drinks while talking to the beautiful, charming hostess there.",staff,positive,TRAINU_01023_003
Our waiter was great and we even got drinks and some food courtesy of the cheff- maybe because it wasn't so busy when we went.,staff,positive,TRAINU_01024_001
Our waiter was great and we even got drinks and some food courtesy of the cheff- maybe because it wasn't so busy when we went.,food,neutral,TRAINU_01024_002
"The place was jumping on a Mon nite, as was the bar, but with a nice mixed crowd.",miscellaneous,positive,TRAINU_01025_002
By this I mean that the guy selling hotdogs outside of Grand Central has given me better service.,food,neutral,TRAINU_01026_001
By this I mean that the guy selling hotdogs outside of Grand Central has given me better service.,service,positive,TRAINU_01026_002
"About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.",food,neutral,TRAINU_01027_001
"About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.",ambience,positive,TRAINU_01027_002
"About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.",place,neutral,TRAINU_01027_003
"She's watching your table, helping the staff candy to your eyes.",miscellaneous,neutral,TRAINU_01028_001
"She's watching your table, helping the staff candy to your eyes.",staff,positive,TRAINU_01028_002
"I went to Sushiden on a Friday night around 8:00, the place was pretty empty, we had reservations, but we didnt need them.",miscellaneous,neutral,TRAINU_01029_002
Disappointed in the selection on the restaurant week menu (which did not include any steak entrees) but impressed with the actual food- everything was very good- fresh and innovative- saffron risotto was not too powerful and the entrees were all good.,menu,neutral,TRAINU_01030_001
Disappointed in the selection on the restaurant week menu (which did not include any steak entrees) but impressed with the actual food- everything was very good- fresh and innovative- saffron risotto was not too powerful and the entrees were all good.,food,positive,TRAINU_01030_002
"The Scene Flanked by a diner-style bar on one side and glass cases of sweets on the other, General Store resembles a cozy mom-and-pop rest stop on the way through Pennsylvania Dutch country--minus the cheesy gift shop.",miscellaneous,positive,TRAINU_01031_001
"The Scene Flanked by a diner-style bar on one side and glass cases of sweets on the other, General Store resembles a cozy mom-and-pop rest stop on the way through Pennsylvania Dutch country--minus the cheesy gift shop.",place,neutral,TRAINU_01031_002
Meat wasn't fall-off-the bone (a sign of over-cooking) but was tender and had deep flavor.,food,positive,TRAINU_01032_001
Why would anyone ever go here when the same food (and menu) is double the price of Baba and Jaya in Chinatown.,food,neutral,TRAINU_01033_001
Why would anyone ever go here when the same food (and menu) is double the price of Baba and Jaya in Chinatown.,menu,neutral,TRAINU_01033_002
since we're informed its service isslow we had dinner in midtownwent for dessertb-day thing.,service,negative,TRAINU_01034_001
since we're informed its service isslow we had dinner in midtownwent for dessertb-day thing.,food,neutral,TRAINU_01034_002
